Purchased_Product_Code,Recommended_Product_Code,Customers_Bought_Both,Confidence,Lift,Recommendation_Score
22747,22745,100,0.8928571428571429,18.153243440233236,0.6847774071701807
22745,22748,165,0.8418367346938775,16.20637385388938,0.6830371655566692
23175,23174,154,0.8105263157894737,18.248290217068092,0.6796979993393543
23171,23172,138,0.7752808988764045,21.016968585186884,0.6780681279028047
21899,21900,110,0.8029197080291971,21.189636003287088,0.6752939305178005
82578,82580,109,0.8582677165354331,18.0962796317127,0.6728023877158298
23254,23256,149,0.8324022346368715,16.668959321748407,0.6723100457569137
47590B,47590A,178,0.8165137614678899,15.42088786468977,0.6713503190208459
21240,21239,103,0.7518248175182481,23.777951569922372,0.6698816515122181
21901,21900,102,0.796875,21.03011175496689,0.6655378102818963
22699,22697,307,0.7675,8.472264542936289,0.6645848842212839
84997C,84997D,156,0.8342245989304813,15.110841030627126,0.6629152964551274
22748,22745,165,0.7971014492753623,16.20637385388938,0.6606695228474115
21899,21901,102,0.7445255474452555,23.17917427007299,0.6598675452040672
23174,23173,149,0.8418079096045198,14.843382830858458,0.6595948406937516
21669,21668,123,0.7834394904458599,19.512539808917197,0.6580215027323011
22303,22302,100,0.7194244604316546,24.29581758322156,0.6566680968348064
22697,22698,274,0.7590027700831025,10.287843669323685,0.6561605544298904
22963,22962,123,0.7935483870967742,18.601707779886148,0.6543855942778642
21668,21669,123,0.76875,19.512539808917197,0.650676757509371
22726,22727,226,0.8188405797101449,9.541168743113824,0.6476849866103829
84997A,84997B,105,0.813953488372093,18.02002583979328,0.6473118639389142
82581,82580,125,0.8064516129032258,17.003754906980713,0.64689388025707
23170,23171,159,0.7607655502392344,17.031745605074995,0.6464677486400936
22579,22578,111,0.7985611510791367,17.978905011583954,0.6431321513653001
23175,23173,154,0.8105263157894737,14.291802515137402,0.6419486793449555
22804,85123A,212,0.9137931034482759,4.6625678837917786,0.6394934159443536
21900,21899,110,0.7284768211920529,21.189636003287088,0.6380724870992285
22569,22570,150,0.78125,15.488961442786069,0.6361268940511384
21672,21668,115,0.756578947368421,18.843544407894736,0.6329965400762152
23256,23254,149,0.7487437185929648,16.668959321748407,0.6304807877349604
21671,21668,116,0.7483870967741936,18.63951612903226,0.62760542248873
21500,21499,112,0.7466666666666667,18.832067510548523,0.6259764998878463
21242,21238,100,0.7299270072992701,20.34097289571742,0.6241857264703812
20675,20676,102,0.7555555555555555,18.818055555555556,0.623772596621795
22630,22629,205,0.7735849056603774,10.630123617436565,0.6217662158703532
21122,21124,143,0.7222222222222222,17.54911924119241,0.6217089552935946
22745,22746,142,0.7244897959183674,17.497526283240568,0.6216990217921335
22962,22963,123,0.7235294117647059,18.601707779886148,0.61937610661183
23170,22699,177,0.84688995215311,8.43714114832536,0.6192541900641706
22570,22569,150,0.746268656716418,15.488961442786069,0.6186362224093473
21670,21671,108,0.7346938775510204,18.888742593811717,0.6179249858517077
22845,22844,109,0.7465753424657534,18.140870364183094,0.6173816461658801
21733,85123A,265,0.8103975535168195,4.134999040671608,0.6172897311610416
21668,21671,116,0.725,18.63951612903226,0.6159118741016332
22725,22727,128,0.8707482993197279,10.14599992043601,0.6155659644457063
84596F,84596B,100,0.7352941176470589,19.15128796616686,0.6155183561564489
22748,22746,147,0.7101449275362319,17.151075977162932,0.614478392992699
21668,21672,115,0.71875,18.843544407894736,0.6140820663920047
22570,22568,154,0.7661691542288557,13.509664069035354,0.6123076225742825
22729,22727,150,0.8379888268156425,9.764285014211506,0.6098764884055099
21914,21915,172,0.8037383177570093,9.977872885550411,0.6091213487310426
21238,21242,100,0.6993006993006993,20.34097289571742,0.6088725724710958
23171,22697,150,0.8426966292134831,9.302343677051885,0.6078229523346089
23300,23301,209,0.7572463768115942,9.702980101589077,0.6073568280214333
23200,23199,184,0.7863247863247863,9.884871525250075,0.6073448355454972
21499,21500,112,0.7088607594936709,18.832067510548523,0.6070735463013484
22386,85099B,264,0.7674418604651163,5.374790534188907,0.6069894170145632
21672,21671,109,0.7171052631578947,18.436544991511035,0.6054676733171831
21900,21901,102,0.6754966887417219,21.03011175496689,0.6048486546527572
22697,22423,279,0.7728531855955678,3.806946779478786,0.604508082710111
22730,22727,165,0.812807881773399,9.470875464523377,0.6042585474251502
22578,22577,134,0.7570621468926554,14.50429161234246,0.6042146626987129
22728,22727,198,0.7764705882352941,9.047471620227038,0.6035485255272317
22698,22423,240,0.8163265306122449,4.021089276254383,0.6028807481398102
21933,21932,136,0.7472527472527473,14.741595038624741,0.6028770347046114
22699,22423,298,0.745,3.6697466007416564,0.6016502968427555
84997D,84997C,156,0.7090909090909091,15.110841030627126,0.6003484515353413
22617,22138,199,0.8089430894308943,6.829741973267191,0.5992766194469858
21671,21670,108,0.6967741935483871,18.888742593811717,0.5989651438503911
21671,21672,109,0.7032258064516129,18.436544991511035,0.5985279449640423
82494L,82482,252,0.7220630372492837,7.673123209169055,0.5984110813884611
23172,22698,121,0.8231292517006803,11.157041047711601,0.5968426437611998
23172,22697,125,0.8503401360544217,9.386718676390224,0.5961630927134258
22750,22749,151,0.7512437810945274,12.793617383169622,0.5960586519720894
23295,23293,160,0.7655502392344498,11.340958005015919,0.5952150772280046
22725,22726,119,0.8095238095238095,11.688233264320221,0.5938051592283163
21094,21080,143,0.8411764705882353,8.317836812144213,0.593109315279214
84997A,84997D,101,0.7829457364341085,14.18199436222692,0.5925830097165381
23172,22699,126,0.8571428571428571,8.539285714285715,0.5921304603179622
23173,22423,192,0.8495575221238938,4.184779636172703,0.5897876747929202
21670,21668,104,0.7074829931972789,17.62074829931973,0.5896155960249443
22629,22630,205,0.7068965517241379,10.630123617436565,0.5884220389022334
21670,21669,103,0.7006802721088435,17.784782702890073,0.5871278414475813
85014A,85014B,120,0.7361963190184049,14.74242377531831,0.5869332748941253
22432,22431,108,0.6967741935483871,17.573703552470395,0.5864181998645683
22579,22577,105,0.7553956834532374,14.47236441615938,0.5841843016574959
21558,21559,113,0.7533333333333333,13.962945736434108,0.5835044287367657
23171,22699,146,0.8202247191011236,8.171488764044943,0.5831915127871572
22431,22432,108,0.6835443037974683,17.573703552470395,0.579803254989109
22746,22747,101,0.6121212121212121,21.779491341991342,0.5796593703619888
23243,22720,194,0.8016528925619835,5.369053406486562,0.5784375885816663
85099F,85099B,223,0.7636986301369864,5.348574764667646,0.578157576353895
23173,23175,154,0.6814159292035398,14.291802515137402,0.5773934860519885
23294,23293,137,0.7611111111111111,11.275196199917389,0.5773843586030495
21136,84879,179,0.817351598173516,5.455856145262079,0.5773431496771124
22844,22845,109,0.6646341463414634,18.140870364183094,0.576411048103735
22751,22750,106,0.7361111111111112,14.594043670536207,0.5763544375305724
22699,22698,259,0.6475,8.776488095238095,0.5762171590308429
22662,22382,211,0.7455830388692579,6.767991822081989,0.5748250182018603
84596B,84596F,100,0.6535947712418301,19.15128796616686,0.5746686829538344
82580,82581,125,0.6613756613756614,17.003754906980713,0.5743559044932878
23170,23172,134,0.6411483253588517,17.380789636428734,0.573702761888875
82482,82494L,252,0.672,7.673123209169055,0.5733795627638193
23294,23295,129,0.7166666666666667,13.664673046251993,0.5727486929400631
22751,22749,109,0.7569444444444444,12.890699192782526,0.5724736892275869
21671,21669,105,0.6774193548387096,17.194370248613108,0.5711671189220372
22384,20725,281,0.6738609112709832,5.359951559710316,0.5711322805629028
22568,22570,154,0.6814159292035398,13.509664069035354,0.5699310100616246
84997B,84997C,125,0.6944444444444444,14.798722519310754,0.5698518196134728
22727,22726,226,0.6608187134502924,9.541168743113824,0.5686740534804566
23173,23174,149,0.6592920353982301,14.843382830858458,0.5683369035906068
21669,21671,105,0.6687898089171974,17.194370248613108,0.5668523459612811
23296,23293,145,0.7360406091370558,10.903798614911404,0.5665172854447584
84997B,84997D,129,0.7166666666666667,12.981439393939393,0.5662298793571208
22569,22568,137,0.7135416666666666,12.581697087020649,0.5660651168210066
21932,21933,136,0.6732673267326733,14.741595038624741,0.5658843244445744
21669,21670,103,0.6560509554140127,17.784782702890073,0.5648131831001659
23301,23300,209,0.6720257234726688,9.702980101589077,0.5647465013519706
20676,20675,102,0.6375,18.818055555555556,0.5647448188440172
21231,21232,147,0.7424242424242424,10.029019003595275,0.5626656573122797
21928,21929,169,0.7130801687763713,10.005719973851548,0.5621035692299294
21668,21670,104,0.65,17.62074829931973,0.5608740994263048
20728,20725,289,0.6465324384787472,5.142578377919776,0.5606057871558245
22729,22726,133,0.7430167597765364,10.727977491701077,0.5605102409283218
21086,21080,128,0.8,7.910669975186104,0.5588642657692932
23175,22423,158,0.8315789473684211,4.096220154837031,0.557803593731447
23174,22423,149,0.8418079096045198,4.146606328521646,0.5575356231462705
22578,22579,111,0.6271186440677966,17.978905011583954,0.55741089785963
22725,22728,110,0.7482993197278912,11.694010937708416,0.5573848476172988
20726,22382,234,0.6902654867256637,6.265849577680569,0.557358956575305
85099C,85099B,207,0.7446043165467626,5.2148474541983285,0.5569110586070372
84997C,84997B,125,0.6684491978609626,14.798722519310754,0.5568541963217318
20727,20725,275,0.6547619047619048,5.20803630833571,0.5562245410284934
23199,85099B,228,0.7192429022082019,5.03722841001702,0.5562164487591443
23175,22699,147,0.7736842105263158,7.707828947368421,0.5561488908104041
22470,22469,281,0.6474654377880185,5.119344780923122,0.5556388859123038
22356,20724,149,0.7339901477832512,9.59000242267625,0.5555628321454393
22385,85099B,163,0.7912621359223301,5.541616189192418,0.5546932125675532
23174,23170,123,0.6949152542372882,13.249939177682265,0.5540071667428822
22383,20728,266,0.6487804878048781,5.783870791728051,0.552864745699119
23173,22699,168,0.7433628318584071,7.40575221238938,0.5517868331592117
21977,21212,257,0.6798941798941799,4.5999631695726775,0.5512625960509019
22383,20725,268,0.6536585365853659,5.1992600165522616,0.5510288607096019
23174,22699,137,0.7740112994350282,7.711087570621469,0.5498288681965446
22384,20728,267,0.6402877697841727,5.708158305570309,0.5485474706464374
22577,22578,134,0.6442307692307693,14.50429161234246,0.5477989738677699
21756,21754,116,0.7682119205298014,9.111084831283506,0.5466059374515403
21124,21121,114,0.6951219512195121,13.00498110614909,0.545910148940565
23170,22423,167,0.7990430622009569,3.9359537736351218,0.5458697227150446
20723,20724,154,0.7129629629629629,9.315270188221008,0.5456853157828775
20726,20725,232,0.6843657817109144,5.443508263708571,0.545260116134903
22722,22720,249,0.6784741144414169,4.544066127813523,0.5448075166128671
22631,22629,115,0.7419354838709677,10.195216907675194,0.5431600864789065
22749,22750,151,0.6452991452991453,12.793617383169622,0.5430863340743984
22910,22086,228,0.672566371681416,6.009365451009961,0.5421534586901979
22382,20725,276,0.6287015945330297,5.000750208012222,0.5418681103614373
22193,22191,132,0.676923076923077,12.151074151074152,0.5403898682820918
23294,23296,120,0.6666666666666666,13.485617597292725,0.5401771114111609
23202,23203,217,0.6802507836990596,6.1330302557483085,0.5400094415388961
22383,22382,259,0.6317073170731707,5.734290793932996,0.5392948510878606
21930,85099B,147,0.7777777777777778,5.447178285491115,0.536626537449026
23171,22423,144,0.8089887640449438,3.9849446535464783,0.5363262880972403
82486,82483,142,0.6574074074074074,12.01728678219504,0.5358702102972619
22192,22193,109,0.6687116564417178,13.665722825232027,0.535751887932851
84991,21212,250,0.6596306068601583,4.462865820607353,0.5352624868262237
21755,21754,206,0.653968253968254,7.75614134542706,0.5351883489552173
23170,23173,139,0.6650717703349283,11.72703984418004,0.5349787137912941
22271,22273,102,0.6538461538461539,14.804414335664335,0.5346232672564462
22384,20727,258,0.6187050359712231,5.870332305584104,0.5334402329907275
82483,82486,142,0.6513761467889908,12.01728678219504,0.5328545799880536
82580,82578,109,0.5767195767195767,18.0962796317127,0.5320283178079016
84997B,84997A,105,0.5833333333333334,18.02002583979328,0.5320017864195343
23171,22698,127,0.7134831460674157,9.67085148666208,0.5317484742712142
20727,22384,258,0.6142857142857143,5.870332305584104,0.5312305721479732
23175,23170,125,0.6578947368421053,12.544069503903298,0.5300650530838953
23208,23209,193,0.6843971631205674,6.462849988235689,0.5295943014134528
23174,23171,113,0.6384180790960452,14.29267441122326,0.5291927821426842
23172,22423,121,0.8231292517006803,4.054598353556503,0.5290773928107907
23171,23174,113,0.6348314606741573,14.29267441122326,0.5273994729317402
20728,22384,267,0.5973154362416108,5.708158305570309,0.5270613038751564
22141,22144,108,0.6666666666666666,12.896440129449838,0.5267381095005788
22662,20725,196,0.6925795053003534,5.5088409752932295,0.5265375563759388
20728,22383,266,0.5950782997762863,5.783870791728051,0.5260136516848232
20725,20728,289,0.5768463073852296,5.142578377919776,0.5257627216090658
23174,22697,129,0.7288135593220338,8.045213390300015,0.5252062059629041
23170,22697,148,0.7081339712918661,7.816935943485003,0.525066239825133
22627,22624,119,0.7300613496932515,8.632921301268864,0.5249228342850764
23200,23203,166,0.7094017094017094,6.395850253316317,0.5238677455628188
22625,22624,174,0.6692307692307692,7.9136041999543485,0.5234750728824682
23295,23294,129,0.6172248803827751,13.664673046251993,0.5230277997981173
23296,23295,127,0.6446700507614214,12.291914604230929,0.5223498017349122
21931,85099B,205,0.68561872909699,4.801741011338321,0.5221738355542052
21928,85099B,171,0.7215189873417721,5.0531690062512515,0.520373031962965
85014B,85014A,120,0.6030150753768844,14.74242377531831,0.520342653073365
23203,85099B,269,0.6085972850678733,4.262320177496441,0.520210246246677
22728,22726,165,0.6470588235294118,9.342497868712702,0.5201591523843255
20719,20724,149,0.6772727272727272,8.848956780923993,0.520133717236244
21166,21175,170,0.6513409961685823,8.76889820855338,0.5200847850770044
22192,22191,109,0.6687116564417178,12.0036754545957,0.5198940961825106
22142,22144,106,0.6583850931677019,12.736235904239281,0.5197658635776347
22730,22728,135,0.6650246305418719,10.392639814546508,0.519617611223467
22382,22383,259,0.5899772209567198,5.734290793932996,0.518429803029635
20713,85099B,137,0.7569060773480663,5.301003019739972,0.5182813536480214
23322,23321,171,0.6428571428571429,8.926082628173221,0.5179940394721965
21122,21121,127,0.6414141414141414,12.000165979039219,0.517938238709624
23200,85099B,168,0.717948717948718,5.028164571222567,0.5163949295821126
23171,23173,117,0.6573033707865169,11.590061648602964,0.5154553411953937
23245,22423,258,0.6339066339066339,3.1225190804918865,0.5148238189823305
21754,21755,206,0.6130952380952381,7.75614134542706,0.5147518410187093
20725,22384,281,0.5608782435129741,5.359951559710316,0.5146409466838981
21975,21212,186,0.6966292134831461,4.713187463039621,0.5144563276420421
22568,22569,137,0.6061946902654868,12.581697087020649,0.5123916286204167
23296,23294,120,0.6091370558375635,13.485617597292725,0.5114123059966094
22469,22470,281,0.5575396825396826,5.119344780923122,0.5106760082881359
22383,20727,244,0.5951219512195122,5.6465737514518,0.5103932624495233
23173,23170,139,0.6150442477876106,11.72703984418004,0.5099649525176353
23293,23295,160,0.5947955390334573,11.340958005015919,0.5098377271275084
23343,23344,129,0.6615384615384615,9.948040638606676,0.5097237582876181
22328,22326,136,0.6445497630331753,10.356979055190338,0.5096913997184424
22631,22630,106,0.6838709677419355,10.283870967741935,0.5091104951690945
23206,20725,230,0.6233062330623306,4.957835007491791,0.5087935438808264
21929,85099B,192,0.676056338028169,4.734770662640164,0.5082846125786616
22730,22726,134,0.6600985221674877,9.530770329121154,0.5082798919135219
23199,23203,203,0.6403785488958991,5.7735486817876875,0.507522946488463
85150,21181,120,0.7017543859649122,8.200854041261511,0.5072984130743182
20712,85099B,158,0.7117117117117117,4.984483604870248,0.50634500318506
22899,22367,104,0.6666666666666666,10.887978142076502,0.504969271475707
22727,22728,198,0.5789473684210527,9.047471620227038,0.504786915620111
23199,23200,184,0.580441640378549,9.884871525250075,0.5044032625723786
84380,84378,177,0.6321428571428571,7.610541648683642,0.5039939583659002
23295,23296,127,0.6076555023923444,12.291914604230929,0.5038425275503737
20971,20972,148,0.6324786324786325,9.511046605386229,0.5034022818464134
20727,22383,244,0.580952380952381,5.6465737514518,0.5033084773159577
20725,20727,275,0.5489021956087824,5.20803630833571,0.5032946864519322
21929,21928,169,0.5950704225352113,10.005719973851548,0.5030986961093494
20725,22382,276,0.5508982035928144,5.000750208012222,0.5029664148913298
23175,22697,131,0.6894736842105263,7.610949117947222,0.5026958329023706
22352,21559,110,0.6358381502890174,11.785186180938299,0.502024176743562
21213,21212,182,0.6791044776119403,4.5946202772217015,0.5019568328846259
23206,23209,223,0.6043360433604336,5.706822589552909,0.5018943680950863
23209,23203,246,0.5829383886255924,5.255677553558791,0.5018748256070956
21936,20725,150,0.7009345794392523,5.575298002126588,0.5013817411368322
84997D,84997B,129,0.5863636363636363,12.981439393939393,0.5010783642056056
23170,23174,123,0.5885167464114832,13.249939177682265,0.5008079128299797
22729,22728,117,0.6536312849162011,10.214590864278673,0.5004957678231093
23170,23175,125,0.5980861244019139,12.544069503903298,0.5001607468637996
22382,20728,252,0.5740318906605922,5.117487884300806,0.5000118873336202
22355,20724,150,0.6437768240343348,8.411313586153522,0.4998616256133365
23171,23175,109,0.6123595505617978,12.84343583678297,0.49973029698223403
23208,23206,179,0.6347517730496454,6.854975110034788,0.49939239765614485
22191,22193,132,0.5945945945945946,12.151074151074152,0.4992256271178507
21499,21498,100,0.6329113924050633,12.303179993825255,0.49898838043222615
22748,22747,106,0.5120772946859904,18.21989302967564,0.49893218953718793
23207,20728,210,0.6176470588235294,5.506316620607975,0.49816776914170974
22273,22271,102,0.5795454545454546,14.804414335664335,0.4974729176060965
22663,85099B,116,0.7435897435897436,5.20774187733766,0.4970525893519718
22804,21733,150,0.646551724137931,7.879231255931667,0.49617241483358226
23209,20725,246,0.5829383886255924,4.636745466413145,0.49596952090943136
22726,22728,165,0.5978260869565217,9.342497868712702,0.4955427840978805
21121,21122,127,0.596244131455399,12.000165979039219,0.49535323373025275
20728,22382,252,0.5637583892617449,5.117487884300806,0.4948751366341966
23207,23206,204,0.6,6.479674796747967,0.49472237113187356
21930,20727,131,0.6931216931216931,6.576404635928445,0.4946491253420645
20726,20728,208,0.6135693215339233,5.46996363828341,0.49447912077037615
23321,23322,171,0.5958188153310104,8.926082628173221,0.4944748757091303
23207,22382,208,0.611764705882353,5.553262762963955,0.4943715798059375
22745,22747,100,0.5102040816326531,18.153243440233236,0.49345087655793574
22835,22112,155,0.625,8.274501661129568,0.4924252037288395
20725,22383,268,0.5349301397205589,5.1992600165522616,0.4916646622771984
21976,21212,120,0.7317073170731707,4.950515549298108,0.4912630122795735
20727,20728,240,0.5714285714285714,5.094279322467242,0.4906712024907413
21756,21755,103,0.6821192052980133,8.629349311468516,0.4904942285389683
23203,23209,246,0.5565610859728507,5.255677553558791,0.48868617428072475
22866,22865,143,0.6111111111111112,9.402616902616902,0.4884266514749422
85152,21166,151,0.604,9.221992337164751,0.48835946183007295
47566B,47566,136,0.7195767195767195,4.1861506970996025,0.48832827028424197
23207,20725,208,0.611764705882353,4.8660326406011505,0.4878146354266578
22661,20724,103,0.673202614379085,8.79577842065788,0.48762385301569056
22950,22952,100,0.6451612903225806,10.408776283139611,0.48703859814934536
23322,22470,170,0.6390977443609023,5.868213159627179,0.4862873779337963
23201,23203,210,0.5932203389830508,5.348377943093795,0.48444749750427607
22666,22720,246,0.5747663551401869,3.8494855886279744,0.48437216398721494
20723,22355,130,0.6018518518518519,10.29347480527738,0.48382774773394943
84992,21212,183,0.6443661971830986,4.3595913340825945,0.4829967193528267
22411,85099B,202,0.6196319018404908,4.339601280903964,0.4828166943681539
23308,23307,119,0.6574585635359116,8.012147937891767,0.4826985686731022
22551,22554,173,0.5884353741496599,7.895336585812776,0.482251616063459
23204,20724,118,0.6483516483516484,8.471086290758421,0.4818724307222457
20713,21931,117,0.6464088397790055,8.615181359596445,0.48162438883727565
21175,21166,170,0.5743243243243243,8.76889820855338,0.48157644915487535
21928,22411,148,0.6244725738396625,7.633506769175015,0.4814854215184858
23200,23202,146,0.6239316239316239,7.794255552876242,0.48144573824310877
20727,22382,235,0.5595238095238095,5.0790487037639656,0.48131617540260907
22951,21212,143,0.6875,4.651421901528013,0.4812893790118954
23236,23240,116,0.6338797814207651,9.286804885888781,0.48111643384906366
21175,21181,177,0.597972972972973,6.988041927558057,0.4809696723629355
22193,22192,109,0.558974358974359,13.665722825232027,0.4808832391991716
23202,85099B,198,0.6206896551724138,4.347009272165323,0.48081038836812395
20711,85099B,101,0.7318840579710145,5.125760933241639,0.48064556962839994
23175,23171,109,0.5736842105263158,12.84343583678297,0.48039262696449303
85152,21181,155,0.62,7.245454545454545,0.4801069427394338
21535,21533,110,0.5851063829787234,12.144004875886525,0.4800818249570882
23208,20725,178,0.6312056737588653,5.020667884089976,0.4794665386835889
22554,22551,173,0.5824915824915825,7.895336585812776,0.47927972023442034
22417,21212,160,0.6639004149377593,4.491754080690952,0.4790410953681406
22382,20726,234,0.5330296127562643,6.265849577680569,0.47874101959060533
23298,47566,282,0.5300751879699248,3.0837220789199273,0.4781731083581483
23201,85099B,212,0.5988700564971752,4.194195386891463,0.4775630947385746
23204,22355,111,0.6098901098901099,10.430953167004668,0.47678072399966354
23206,20728,213,0.5772357723577236,5.146050453793128,0.47647918093293884
23318,23319,101,0.5906432748538012,12.07032538611486,0.47628409393229243
23173,22697,143,0.6327433628318584,6.984715514916775,0.47617329245996715
21166,85152,151,0.578544061302682,9.221992337164751,0.4756314924814139
21210,21212,144,0.676056338028169,4.5739974652669835,0.47548029806398984
22384,22382,231,0.5539568345323741,5.02851477360253,0.4754446744733957
23207,20727,199,0.5852941176470589,5.5533263305322125,0.4752737000116134
21915,21914,172,0.5358255451713395,9.977872885550411,0.4751649624382077
23306,23307,112,0.6511627906976745,7.935424223028234,0.47425839157386956
21533,21535,110,0.5729166666666666,12.144004875886525,0.4739869668010598
23204,20719,109,0.5989010989010989,10.848276723276724,0.473965020621831
21930,22386,122,0.6455026455026455,7.47769779746524,0.4735757546601165
20728,20727,240,0.5369127516778524,5.094279322467242,0.4734132926153818
22383,22384,226,0.551219512195122,5.267649295197988,0.4731002952425901
23207,23209,198,0.5823529411764706,5.49923334262615,0.4726355383434837
22662,22383,172,0.607773851590106,5.9072653624062745,0.4723009648584982
22750,22751,106,0.527363184079602,14.594043670536207,0.47198047401481785
23204,20723,108,0.5934065934065934,10.947802197802197,0.47151588647271897
20726,20727,197,0.5811209439528023,5.513730861075993,0.4715063964823688
23206,23207,204,0.5528455284552846,6.479674796747967,0.47114513535951585
23208,23207,167,0.5921985815602837,6.940915727993325,0.47111818199797173
23199,23206,184,0.580441640378549,6.268455113573218,0.4698986032274835
21559,21558,113,0.5255813953488372,13.962945736434108,0.4696284597445177
22382,20727,235,0.5353075170842825,5.0790487037639656,0.46920802918284554
21791,21790,159,0.6045627376425855,6.600500026043023,0.4688405869322724
23170,22698,128,0.6124401913875598,8.301272662174918,0.46881114818216674
22384,22383,226,0.5419664268585132,5.267649295197988,0.4684737525742857
23293,23296,145,0.5390334572490706,10.903798614911404,0.46801370950076576
20726,22383,195,0.5752212389380531,5.5908698467515645,0.4679896046209336
21166,21181,156,0.5977011494252874,6.9848653385917014,0.46712267061678625
20723,20719,124,0.5740740740740741,10.398569023569024,0.4670327804999384
21156,22367,105,0.6069364161849711,9.91246564957832,0.4664481312539611
20972,20971,148,0.5584905660377358,9.511046605386229,0.4664082486259652
22356,22355,119,0.5862068965517241,10.025899067633565,0.46628617435045416
85099F,22386,170,0.5821917808219178,6.744285600509716,0.4661931075772097
21121,21124,114,0.5352112676056338,13.00498110614909,0.46595480713362575
20719,22355,127,0.5772727272727273,9.873097932110808,0.4655729222776445
23208,22383,169,0.599290780141844,5.824814046012801,0.46531835391864185
23206,22383,206,0.5582655826558266,5.426069138740168,0.4651055170915577
23321,22469,175,0.6097560975609756,4.82118660472319,0.46488407856538094
84970L,84970S,128,0.5871559633027523,9.175751034358697,0.4645125363535163
23209,23206,223,0.5284360189573459,5.706822589552909,0.46394435589354244
23204,23205,102,0.5604395604395604,12.204107368041795,0.46311013233311704
23207,22383,193,0.5676470588235294,5.517252510760402,0.4621971912042725
22355,20723,130,0.5579399141630901,10.29347480527738,0.46187177888956854
20719,20723,124,0.5636363636363636,10.398569023569024,0.46181392528108317
22326,22328,136,0.5483870967741935,10.356979055190338,0.46161006658895143
23205,23204,102,0.5573770491803278,12.204107368041795,0.46157887670350073
22382,22384,231,0.5261958997722096,5.02851477360253,0.46156420709331347
22086,22910,228,0.5112107623318386,6.009365451009961,0.46147565401540924
23207,22384,193,0.5676470588235294,5.424636761179292,0.46131353331605196
21169,21181,102,0.6455696202531646,7.544266676565574,0.46121506767179554
22694,22470,106,0.6666666666666666,6.121351766513057,0.46079325358407963
21930,21931,116,0.6137566137566137,8.180000353913398,0.46049469626536604
82600,21181,128,0.6153846153846154,7.191518159260094,0.4596950604052867
